caught,steps,path_length,final_distance,time
False,2000,430,11,3.776482105255127
False,2000,425,8,3.8123106956481934
False,2000,425,9,3.6994712352752686
False,2000,427,9,3.7542221546173096
False,2000,420,11,3.889796018600464
False,2000,420,7,4.244291067123413
False,2000,426,7,4.151731967926025
False,2000,419,10,4.26931095123291
False,2000,422,5,4.184963941574097
False,2000,426,11,4.141554117202759
